"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000035115",184.661087341675,0.198125905283204,0.138239527063137,1.43320734302509,0.151798591805023,0.224488467291057,"SH3YL1","26751","SH3 and SYLF domain containing 1"
"ENSG00000103888",2826.80086551352,0.0872200243487384,0.0609086961220394,1.43197983049876,0.152149593687059,0.224984513842739,"CEMIP","57214","cell migration inducing hyaluronidase 1"
"ENSG00000171161",271.836744455848,0.167904038572831,0.117289188018344,1.43153892877638,0.152275818329261,0.225148113414663,"ZNF672","79894","zinc finger protein 672"
"ENSG00000249961",0.717502456365299,-3.04770399666683,2.12911719139596,-1.43144022742524,0.152304086206423,0.225166859894122,"TERB1","283847","telomere repeat binding bouquet formation protein 1"
"ENSG00000103150",131.505271229774,-0.223153936068382,0.155919678392264,-1.4312108540076,0.152369793738876,0.225240947780608,"MLYCD","23417","malonyl-CoA decarboxylase"
"ENSG00000135346",1.24289688785495,2.52818250534939,1.76667405723786,1.43104071460818,0.15241854671484,0.225289959962049,"CGA","1081","glycoprotein hormones, alpha polypeptide"
"ENSG00000197062",124.720741639193,-0.23563294683463,0.164738277091505,-1.43034728172947,0.152617370803839,0.225560759632728,"ZSCAN26","7741","zinc finger and SCAN domain containing 26"
"ENSG00000160218",579.671215019647,0.119790920257609,0.0837764709308694,1.42988740068149,0.152749338704535,0.225732703933732,"TRAPPC10","7109","trafficking protein particle complex 10"
"ENSG00000156140",73.8103925982522,0.303906059448245,0.212567220717419,1.42969390305125,0.152804890912377,0.225791697630524,"ADAMTS3","9508","ADAM metallopeptidase with thrombospondin type 1 motif 3"
"ENSG00000184697",3.42497192964982,1.45791406722041,1.02012323253575,1.42915485180789,0.152959730904086,0.225997376552641,"CLDN6","9074","claudin 6"
"ENSG00000120662",82.3762340471329,0.280092551114994,0.196005086501619,1.42900654321887,0.15300235279499,0.226037228574291,"MTRF1","9617","mitochondrial translation release factor 1"
"ENSG00000035862",14065.0830463455,-0.0484078562730345,0.0338765674200387,-1.4289480888905,0.153019154263607,0.226038930679438,"TIMP2","7077","TIMP metallopeptidase inhibitor 2"
"ENSG00000226174",7.31742374642531,0.950225190271837,0.665185495406002,1.42851159087866,0.15314466081988,0.226200777576962,"TEX22","647310","testis expressed 22"
"ENSG00000140945",1220.79002170914,0.0922335217943002,0.064568586323139,1.42845812563883,0.153160039096004,0.226200777576962,"CDH13","1012","cadherin 13"
"ENSG00000127743",4.03449959160673,1.33899753729409,0.938163463841529,1.42725397961166,0.15350670037436,0.226689579818756,"IL17B","27190","interleukin 17B"
"ENSG00000089820",2.87184106257986,1.61253690990731,1.13016028848146,1.42682142200731,0.153631374814695,0.226844517209408,"ARHGAP4","393","Rho GTPase activating protein 4"
"ENSG00000108576",1.81653712931538,2.13952181835964,1.49954465084912,1.42678100125137,0.1536430290681,0.226844517209408,"SLC6A4","6532","solute carrier family 6 member 4"
"ENSG00000184922",72.6273142953166,0.330591763323405,0.231724083533567,1.42666121829981,0.153677569253953,0.226872323211784,"FMNL1","752","formin like 1"
"ENSG00000066583",156.110775164598,-0.206164383990395,0.144563755677601,-1.42611391786315,0.153835461973006,0.227082208762197,"ISOC1","51015","isochorismatase domain containing 1"
"ENSG00000137413",252.529518933359,0.168829335098539,0.118479813250637,1.42496287313849,0.154167933462655,0.227549727256753,"TAF8","129685","TATA-box binding protein associated factor 8"
"ENSG00000072954",26.2510297019837,-0.492376341271077,0.345600484597668,-1.42469806384756,0.154244499042648,0.227639475239809,"TMEM38A","79041","transmembrane protein 38A"
"ENSG00000006015",274.962443237416,0.158301151102368,0.111152406626603,1.42418104930604,0.154394069210737,0.227817764390854,"REX1BD","55049","required for excision 1-B domain containing"
"ENSG00000119013",423.545752572122,-0.136774320835861,0.0960378201667941,-1.42417144202479,0.154396849599977,0.227817764390854,"NDUFB3","4709","NADH:ubiquinone oxidoreductase subunit B3"
"ENSG00000162552",3.37382022861823,1.46078854852123,1.02593910901726,1.42385501798494,0.154488445363818,0.227926851421721,"WNT4","54361","Wnt family member 4"
"ENSG00000018189",438.147934696371,-0.129041786140179,0.0906315135784839,-1.42380702964243,0.154502340229165,0.227926851421721,"RUFY3","22902","RUN and FYVE domain containing 3"
"ENSG00000189060",784.47207577479,-0.0996031823205544,0.0699692143749688,-1.42352866486074,0.154582958555611,0.228022493196206,"H1F0","3005","H1 histone family member 0"
"ENSG00000116353",196.421135303798,-0.184736947585748,0.129797884870749,-1.42326624019881,0.154658989660776,0.228111349602803,"MECR","51102","mitochondrial trans-2-enoyl-CoA reductase"
"ENSG00000146457",758.461470380591,-0.100972905618551,0.0710829583933174,-1.42049385536046,0.155463956208299,0.229275207624328,"WTAP","9589","WT1 associated protein"
"ENSG00000123342",283.328321575068,-0.160674842463145,0.113124222693861,-1.42033985858154,0.155508762488411,0.229317872933396,"MMP19","4327","matrix metallopeptidase 19"
"ENSG00000007237",371.040131387686,-0.13552654590748,0.0954291498860931,-1.42017974664187,0.15555535840398,0.229363090839623,"GAS7","8522","growth arrest specific 7"
"ENSG00000185527",3.04854012222575,-1.54749801692591,1.08969112783897,-1.42012537075056,0.155571185333411,0.229363090839623,"PDE6G","5148","phosphodiesterase 6G"
"ENSG00000100156",1.79527218398369,2.2073037373124,1.55455207017693,1.41989694630247,0.155637685091983,0.229437714173157,"SLC16A8","23539","solute carrier family 16 member 8"
"ENSG00000180233",18.6211672447348,-0.584857159834707,0.41193990942093,-1.41976328697273,0.155676606487606,0.229471670997753,"ZNRF2","223082","zinc and ring finger 2"
"ENSG00000197563",506.261532184547,-0.122557776092721,0.0863621146750021,-1.41911504314051,0.155865478915665,0.229726630352843,"PIGN","23556","phosphatidylinositol glycan anchor biosynthesis class N"
"ENSG00000181649",1421.46783114991,0.0858478557605483,0.0605208129432321,1.41848484158785,0.156049261181484,0.229974036170325,"PHLDA2","7262","pleckstrin homology like domain family A member 2"
"ENSG00000165917",1.28653440641415,2.5372155446473,1.78905362728748,1.41818864786863,0.15613569532587,0.230077941571809,"RAPSN","5913","receptor associated protein of the synapse"
"ENSG00000075275",131.294153010517,0.250008808016511,0.176315987203945,1.41795881349843,0.15620278975497,0.230153330125552,"CELSR1","9620","cadherin EGF LAG seven-pass G-type receptor 1"
"ENSG00000132825",110.844575600915,-0.261259055486643,0.184287924521325,-1.41766779437798,0.156287776927998,0.230255064254182,"PPP1R3D","5509","protein phosphatase 1 regulatory subunit 3D"
"ENSG00000154309",127.464038819578,0.227887582799513,0.16076453901148,1.41752394029656,0.156329800012111,0.23029348611677,"DISP1","84976","dispatched RND transporter family member 1"
"ENSG00000111664",27.9766754459987,-0.470435809092178,0.331975218086282,-1.41708110564419,0.156459215995018,0.230460627761783,"GNB3","2784","G protein subunit beta 3"
"ENSG00000123427",116.373147952871,0.238038756793873,0.167995873260283,1.41693216728645,0.156502760662863,0.230501261855246,"EEF1AKMT3","25895","EEF1A lysine methyltransferase 3"
"ENSG00000068400",531.382007045945,0.124606720705541,0.0880538975530759,1.41511874168241,0.157033684020897,0.231259638254266,"GRIPAP1","56850","GRIP1 associated protein 1"
"ENSG00000100591",1399.67380276927,0.0838125785868716,0.0592323475229893,1.41497985630811,0.157074402227801,0.231296020570736,"AHSA1","10598","activator of HSP90 ATPase activity 1"
"ENSG00000164124",10.1191713475351,-0.818559673070318,0.578545906694159,-1.41485690867231,0.15711045451017,0.231325525478583,"TMEM144","55314","transmembrane protein 144"
"ENSG00000198133",6.44936406458549,-1.00659422041475,0.711512422214998,-1.41472473141247,0.157149220217153,0.231359019143467,"TMEM229B","161145","transmembrane protein 229B"
"ENSG00000140543",98.015810764209,-0.258363095610795,0.182647564734672,-1.4145444314361,0.157202111320625,0.231413299624451,"DET1","55070","DET1, COP1 ubiquitin ligase partner"
"ENSG00000169635",153.059306548235,0.215693970813425,0.15263367406632,1.4131479972087,0.157612213134646,0.231993356416674,"HIC2","23119","HIC ZBTB transcriptional repressor 2"
"ENSG00000204519",105.937487006304,0.254021420844027,0.179786857919098,1.41290316647246,0.157684197942999,0.232075662837647,"ZNF551","90233","zinc finger protein 551"
"ENSG00000197410",0.80396880426166,3.03296776616317,2.14715272647595,1.41255334507158,0.157787095184112,0.232203443997893,"DCHS2","54798","dachsous cadherin-related 2"
"ENSG00000110442",446.439006600106,-0.129189700492157,0.0914787171571355,-1.41223778062218,0.157879959640948,0.232316436130181,"COMMD9","29099","COMM domain containing 9"
"ENSG00000165949",5.74867821034737,1.10443120211215,0.782207356649382,1.41194172200454,0.157967121547621,0.232421014936726,"IFI27","3429","interferon alpha inducible protein 27"
"ENSG00000134461",58.9039129206139,0.324484719341709,0.230109102474634,1.41013421829968,0.158500055078797,0.233181380684268,"ANKRD16","54522","ankyrin repeat domain 16"
"ENSG00000197880",0.743094793857933,2.94758406926124,2.09047427649279,1.41000733776377,0.158537516245061,0.233212739041009,"MDS2","259283","myelodysplastic syndrome 2 translocation associated"
"ENSG00000145736",133.18506242147,0.21701829412628,0.153959523347308,1.40958018970169,0.158663679927322,0.233374561392081,"GTF2H2","2966","general transcription factor IIH subunit 2"
"ENSG00000140455",256.819662675222,0.161068317085787,0.114323834992574,1.40887783458497,0.158871294761368,0.23365614311508,"USP3","9960","ubiquitin specific peptidase 3"
"ENSG00000165724",300.066794936606,0.150324181898645,0.106765488520003,1.40798477094479,0.159135579520965,0.23401305095232,"ZMYND19","116225","zinc finger MYND-type containing 19"
"ENSG00000143199",4.69987971928059,-1.19737036730713,0.850436302507133,-1.40794832461552,0.159146372161772,0.23401305095232,"ADCY10","55811","adenylate cyclase 10"
"ENSG00000169188",243.887831179723,-0.165683035350969,0.117693327037349,-1.40775215997073,0.159204470776903,0.23407465145578,"APEX2","27301","apurinic/apyrimidinic endodeoxyribonuclease 2"
"ENSG00000124782",488.215872964165,-0.120090058139803,0.0853255096557209,-1.4074344076508,0.15929861439198,0.234189230155497,"RREB1","6239","ras responsive element binding protein 1"
"ENSG00000164296",97.0447087802349,-0.258784537804806,0.183915304658767,-1.40708538794501,0.15940207043595,0.234317474595651,"TIGD6","81789","tigger transposable element derived 6"
"ENSG00000122824",15.4725283946881,-0.657088687450361,0.467043931433796,-1.40690980703494,0.159454135152388,0.234370156521939,"NUDT10","170685","nudix hydrolase 10"
"ENSG00000198218",1156.14925033774,0.0863474959661998,0.0613834932044519,1.40668918398957,0.159519574374631,0.234442483950669,"QRICH1","54870","glutamine rich 1"
"ENSG00000112578",487.354182638615,-0.124730369693866,0.0887144261828223,-1.40597617615,0.159731199256046,0.234729620719741,"BYSL","705","bystin like"
"ENSG00000168275",202.959589450869,0.183377842840373,0.130445373647172,1.40578264842395,0.159788676032429,0.234776141427531,"COA6","388753","cytochrome c oxidase assembly factor 6"
"ENSG00000067842",1.63185686569573,-2.20635129773333,1.56950766283052,-1.40576013101733,0.159795364606346,0.234776141427531,"ATP2B3","492","ATPase plasma membrane Ca2+ transporting 3"
"ENSG00000166484",481.883091630292,0.122987638039383,0.0875009242111231,1.40555816007883,0.159855367551716,0.234840411810108,"MAPK7","5598","mitogen-activated protein kinase 7"
"ENSG00000157890",1.30377089825868,2.58726474574654,1.84090689217849,1.4054294417274,0.15989361699215,0.234872714719274,"MEGF11","84465","multiple EGF like domains 11"
"ENSG00000156049",1.20439545067874,2.49339590118813,1.77544800484408,1.40437562484806,0.160207025383145,0.235285233821469,"GNA14","9630","G protein subunit alpha 14"
"ENSG00000242220",1.20439545067874,2.49339590118813,1.77544800484408,1.40437562484806,0.160207025383145,0.235285233821469,"TCP10L","140290","t-complex 10 like"
"ENSG00000271303",47.9824917685051,-0.367462574060703,0.261721690623001,-1.40402032856351,0.160312796207519,0.23541663566708,"SRXN1","140809","sulfiredoxin 1"
"ENSG00000275700",666.877304567857,-0.107516674473467,0.0766167409750306,-1.40330524510964,0.160525834795394,0.235698495567521,"AATF","26574","apoptosis antagonizing transcription factor"
"ENSG00000119650",163.915672342598,0.196061919965935,0.139720086173372,1.40324791757322,0.160542923148724,0.235698495567521,"IFT43","112752","intraflagellar transport 43"
"ENSG00000196812",19.8291764754867,0.555158811487603,0.395634366529939,1.40321179971506,0.16055368996738,0.235698495567521,"ZSCAN16","80345","zinc finger and SCAN domain containing 16"
"ENSG00000278570",1.1473836023432,-2.56431818280172,1.82819554380246,-1.40264983770182,0.160721282473567,0.23592054919189,"NR2E3","10002","nuclear receptor subfamily 2 group E member 3"
"ENSG00000196369",78.7291804545325,-0.291928017706408,0.20814723996595,-1.40250727203572,0.160763820484675,0.235959010576227,"SRGAP2B","647135","SLIT-ROBO Rho GTPase activating protein 2B"
"ENSG00000105865",63.368789250946,-0.318552432643032,0.227156980925049,-1.40234489534856,0.160812279968015,0.236006154425728,"DUS4L","11062","dihydrouridine synthase 4 like"
"ENSG00000183486",7.28196487156399,-0.94103940730969,0.671290632230993,-1.4018360485416,0.160964211020309,0.236205126889907,"MX2","4600","MX dynamin like GTPase 2"
"ENSG00000069966",228.295366366265,-0.171076400685571,0.122106036080663,-1.40104786116027,0.161199761384451,0.236526752685596,"GNB5","10681","G protein subunit beta 5"
"ENSG00000222011",31.4774059418712,-0.44859476536178,0.320235871990662,-1.40082609288338,0.161266083902712,0.236600032086417,"FAM185A","222234","family with sequence similarity 185 member A"
"ENSG00000176142",677.342392017808,0.111245532681547,0.0794299044383136,1.40054974846334,0.161348756922871,0.236697282652239,"TMEM39A","55254","transmembrane protein 39A"
"ENSG00000105516",43.7817943724261,0.389973210220857,0.278507487430944,1.4002252284781,0.161445883322061,0.236815714299162,"DBP","1628","D-box binding PAR bZIP transcription factor"
"ENSG00000146109",314.380439638276,0.146831835040315,0.10489085418698,1.39985355423429,0.161557176869952,0.23694899209961,"ABT1","29777","activator of basal transcription 1"
"ENSG00000144524",492.821225750573,-0.131076650503594,0.0936387375496983,-1.39981223512358,0.161569552976257,0.23694899209961,"COPS7B","64708","COP9 signalosome subunit 7B"
"ENSG00000005175",551.262277098492,0.113572162313965,0.0811808051332929,1.39900265989587,0.161812185432201,0.237275834599423,"RPAP3","79657","RNA polymerase II associated protein 3"
"ENSG00000144161",45.4161364558611,-0.366915957338151,0.262279198139854,-1.39895180380452,0.16182743635337,0.237275834599423,"ZC3H8","84524","zinc finger CCCH-type containing 8"
"ENSG00000112619",17.892140313013,-0.588650416334483,0.420793932072876,-1.39890424140559,0.16184170053126,0.237275834599423,"PRPH2","5961","peripherin 2"
"ENSG00000198225",32.2795718590678,-0.479536802734681,0.342935299572944,-1.39833024868495,0.162013918386546,0.237504215688142,NA,NA,NA
"ENSG00000115255",39.6118516925221,0.392406479599849,0.280729681856052,1.3978090133022,0.162170426999236,0.237709523805254,"REEP6","92840","receptor accessory protein 6"
"ENSG00000092036",45.9879347574735,-0.378369127342303,0.27075172497849,-1.39747633139683,0.162270379284654,0.237831898365048,"HAUS4","54930","HAUS augmin like complex subunit 4"
"ENSG00000167964",16.4174547919438,-0.608286269497881,0.435323772532163,-1.39731920900998,0.162317601923776,0.237876972624494,"RAB26","25837","RAB26, member RAS oncogene family"
"ENSG00000100852",1079.29875758318,-0.0942666215226094,0.0674743754068041,-1.39707290292462,0.162391649310713,0.237938816557918,"ARHGAP5","394","Rho GTPase activating protein 5"
"ENSG00000179532",65.2689477512133,0.31663288379697,0.226640794013627,1.39706924860991,0.162392748104954,0.237938816557918,"DNHD1","144132","dynein heavy chain domain 1"
"ENSG00000142408",21.0497077913193,0.553827733618018,0.396571067043255,1.39654094724367,0.162551658947762,0.238147495875999,"CACNG8","59283","calcium voltage-gated channel auxiliary subunit gamma 8"
"ENSG00000250312",49.2984423326839,0.359171172200747,0.257339984149599,1.39570682491357,0.162802798254627,0.238491239147042,"ZNF718","255403","zinc finger protein 718"
"ENSG00000009307",12002.9626232032,-0.0485496714578265,0.0347960900328194,-1.39526226688214,0.162936766218673,0.23866328478476,"CSDE1","7812","cold shock domain containing E1"
"ENSG00000198556",72.4354193072082,-0.293366761098778,0.210317236688782,-1.39487740385677,0.163052812167485,0.238809046739723,"ZNF789","285989","zinc finger protein 789"
"ENSG00000164100",6.51664462956578,-0.998251955478274,0.715769694268191,-1.39465524102539,0.16311982825414,0.238882976711224,"NDST3","9348","N-deacetylase and N-sulfotransferase 3"
"ENSG00000135052",1472.81141697561,-0.0770146628539973,0.0552455241442246,-1.39404348220033,0.163304474483221,0.23912913923719,"GOLM1","51280","golgi membrane protein 1"
"ENSG00000015532",1423.6790719613,0.0852922218426921,0.061202137816835,1.39361507432884,0.163433873960006,0.239294361427099,"XYLT2","64132","xylosyltransferase 2"
"ENSG00000065613",1486.09231350354,0.0779339750169642,0.0559250824795055,1.39354242428742,0.163455825378084,0.239297718847828,"SLK","9748","STE20 like kinase"
"ENSG00000105404",1795.06877699148,-0.073667615093197,0.0528652529247131,-1.39349782735569,0.163469301569615,0.239297718847828,"RABAC1","10567","Rab acceptor 1"
"ENSG00000186310",136.982460317692,-0.213933785616808,0.153559470643041,-1.39316568832222,0.163569692876105,0.239420413853107,"NAP1L3","4675","nucleosome assembly protein 1 like 3"
"ENSG00000128918",3.84011742732479,-1.30029643718225,0.933652934009884,-1.39269785357788,0.163711177963183,0.239603227733328,"ALDH1A2","8854","aldehyde dehydrogenase 1 family member A2"
"ENSG00000124116",5.42689242425876,-1.07722930385069,0.773550339142163,-1.3925781547007,0.163747392752312,0.239631949434082,"WFDC3","140686","WAP four-disulfide core domain 3"
"ENSG00000175946",6.47690377405439,-0.978088075472721,0.702563406349238,-1.39217053810873,0.163870762077544,0.239788196479388,"KLHL38","340359","kelch like family member 38"
"ENSG00000138346",73.7965495847938,-0.305996648114244,0.219913889278466,-1.39143848129927,0.164092502380623,0.240088341206008,"DNA2","1763","DNA replication helicase/nuclease 2"
"ENSG00000196284",80.9444152703079,-0.280791056669402,0.201848112873609,-1.39110072753182,0.164194884310096,0.240213806236709,"SUPT3H","8464","SPT3 homolog, SAGA and STAGA complex component"
"ENSG00000171786",1.21941668673162,2.4713315982635,1.77670136917895,1.3909662260268,0.164235668600576,0.240249138876516,"NHLH1","4807","nescient helix-loop-helix 1"
"ENSG00000204576",182.51941043768,0.187525502730726,0.134880132778427,1.39031226369551,0.164434075438918,0.240515016267315,"PRR3","80742","proline rich 3"
"ENSG00000144843",3.89522451155097,-1.3287665938517,0.955961075260466,-1.38997981009808,0.164535008339305,0.240638280726298,"ADPRH","141","ADP-ribosylarginine hydrolase"
"ENSG00000185215",110.723295555247,0.248073583689814,0.178487279485303,1.38986702248571,0.164569261252225,0.240664008254242,"TNFAIP2","7127","TNF alpha induced protein 2"
"ENSG00000165527",2134.34458990315,-0.069388874873384,0.0499352734680337,-1.38957634662407,0.164657562500055,0.240768762173597,"ARF6","382","ADP ribosylation factor 6"
"ENSG00000160588",14.2497994704176,-0.672611919990178,0.484845926054945,-1.38726940631023,0.165359628345951,0.24177087476758,"MPZL3","196264","myelin protein zero like 3"
"ENSG00000157654",15.8005346553905,0.623769735207373,0.449740818292768,1.38695379613357,0.16545585219018,0.241887077837547,"PALM2-AKAP2","445815","PALM2-AKAP2 readthrough"
"ENSG00000170946",180.316883733897,0.18639283858007,0.134417268101695,1.38667331372225,0.165541401569963,0.241987653504357,"DNAJC24","120526","DnaJ heat shock protein family (Hsp40) member C24"
"ENSG00000164867",0.680108647084904,-2.98977711198379,2.15777220579762,-1.38558514376573,0.16587361718423,NA,"NOS3","4846","nitric oxide synthase 3"
"ENSG00000166432",0.680108647084904,-2.98977711198379,2.15777220579762,-1.38558514376573,0.16587361718423,NA,"ZMAT1","84460","zinc finger matrin-type 1"
"ENSG00000213417",0.680108647084904,-2.98977711198379,2.15777220579762,-1.38558514376573,0.16587361718423,NA,"KRTAP2-4","85294","keratin associated protein 2-4"
"ENSG00000103723",3.45721784015602,1.52272868848753,1.10087822495575,1.38319448415716,0.166605240569681,0.243518123334191,"AP3B2","8120","adaptor related protein complex 3 subunit beta 2"
"ENSG00000025434",67.0461535174823,-0.303595524261367,0.219570340199456,-1.38268002857573,0.166762998243862,0.243724046001654,"NR1H3","10062","nuclear receptor subfamily 1 group H member 3"
"ENSG00000134815",394.072198978609,-0.135065645172542,0.0977661182677822,-1.38151792835424,0.167119769232761,0.244220755442938,"DHX34","9704","DExH-box helicase 34"
"ENSG00000232838",27.7159180231321,0.498779520326115,0.361147188156355,1.38109761527528,0.167248948735789,0.244384806832548,"PET117","100303755","PET117 homolog"
"ENSG00000183808",249.35192345098,-0.161287259640331,0.116788909450098,-1.38101520426686,0.167274285824252,0.244392074819722,"RBM12B","389677","RNA binding motif protein 12B"
"ENSG00000204540",3.4184211470767,-1.37575081608989,0.996219648296679,-1.38097137357422,0.167287762651799,0.244392074819722,"PSORS1C1","170679","psoriasis susceptibility 1 candidate 1"
"ENSG00000135940",763.198363312902,0.0984382493597158,0.0713243332963196,1.38014959005296,0.167540591319137,0.244686523917227,"COX5B","1329","cytochrome c oxidase subunit 5B"
"ENSG00000135763",327.600160435929,-0.139956073260744,0.101407353932538,-1.38013731581885,0.167544369765649,0.244686523917227,"URB2","9816","URB2 ribosome biogenesis homolog"
"ENSG00000037280",3.56048933061779,-1.38594304509011,1.00422374166758,-1.38011380092315,0.167551608667007,0.244686523917227,"FLT4","2324","fms related tyrosine kinase 4"
"ENSG00000178385",90.221534258041,0.26515016986891,0.192124433396634,1.3800960407858,0.16755707616071,0.244686523917227,"PLEKHM3","389072","pleckstrin homology domain containing M3"
"ENSG00000136059",37.6060541236553,-0.409774764257267,0.296932585163567,-1.38002625758146,0.167578560357141,0.244693158693747,"VILL","50853","villin like"
"ENSG00000266173",55.5314896892808,0.330162744293631,0.239360813218499,1.3793516986101,0.167786343910267,0.244971793332649,"STRADA","92335","STE20-related kinase adaptor alpha"
"ENSG00000140829",1146.5339919887,-0.0844130597924859,0.0612188936891546,-1.37887267648289,0.167934013936776,0.245162613432665,"DHX38","9785","DEAH-box helicase 38"
"ENSG00000171189",7.91865528860954,0.899324757108589,0.65235316979885,1.37858570900466,0.168022525256474,0.245267039394088,"GRIK1","2897","glutamate ionotropic receptor kainate type subunit 1"
"ENSG00000168672",11.2397432737489,-0.733092705694666,0.531921056164923,-1.37819831946523,0.16814206598397,0.245416734142326,"FAM84B","157638","family with sequence similarity 84 member B"
"ENSG00000144036",957.566278884614,-0.0903771308359972,0.0655849357422077,-1.3780166102661,0.168198159832712,0.24547380222529,"EXOC6B","23233","exocyst complex component 6B"
"ENSG00000101751",174.088085155365,0.198724489037074,0.144223254708575,1.37789491326226,0.168235735698903,0.245503835768332,"POLI","11201","DNA polymerase iota"
"ENSG00000141524",3.19842956153353,1.4670484841447,1.06485449086325,1.37769854635763,0.168296380360167,0.245556893053265,"TMC6","11322","transmembrane channel like 6"
"ENSG00000181804",42.4885726631737,-0.381900131760433,0.27720784894776,-1.37766709424019,0.168306095349441,0.245556893053265,"SLC9A9","285195","solute carrier family 9 member A9"
"ENSG00000113638",164.411179745957,0.193614249257062,0.140567250266643,1.37737807981443,0.168395386377627,0.245662353382329,"TTC33","23548","tetratricopeptide repeat domain 33"
"ENSG00000149100",1685.63369861354,-0.0759378324084531,0.0551820275811681,-1.37613342128023,0.168780330046272,0.246199059501955,"EIF3M","10480","eukaryotic translation initiation factor 3 subunit M"
"ENSG00000116984",762.176747023726,-0.115747739062374,0.0841224823071885,-1.37594298085143,0.168839286996434,0.246260189980459,"MTR","4548","5-methyltetrahydrofolate-homocysteine methyltransferase"
"ENSG00000170190",28.916434707013,-0.456234313199571,0.331611510302312,-1.37580964178128,0.168880575583504,0.24629554056221,"SLC16A5","9121","solute carrier family 16 member 5"
"ENSG00000086758",6890.10498448933,-0.0707015102198624,0.0513957857297346,-1.37562855039608,0.168936662856689,0.246352464240486,"HUWE1","10075","HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase"
"ENSG00000049769",109.025229725973,0.239253016823105,0.173954918769034,1.37537368023936,0.169015624421822,0.246442729572865,"PPP1R3F","89801","protein phosphatase 1 regulatory subunit 3F"
"ENSG00000165568",10.5601845511933,-0.768346593496191,0.558752318195542,-1.3751112406612,0.169096960006323,0.24651440269221,"AKR1E2","83592","aldo-keto reductase family 1 member E2"
"ENSG00000143106",1482.66529381248,-0.0769143685089357,0.0559334537235865,-1.37510493968481,0.16909891317325,0.24651440269221,"PSMA5","5686","proteasome subunit alpha 5"
"ENSG00000154102",59.7333337660385,-0.313538503501434,0.228044173051076,-1.37490249939957,0.16916167430683,0.246581009555742,"C16orf74","404550","chromosome 16 open reading frame 74"
"ENSG00000151923",1176.20143358716,-0.0848064797961175,0.0616887668959706,-1.37474752800833,0.169209730800311,0.246626170704308,"TIAL1","7073","TIA1 cytotoxic granule associated RNA binding protein like 1"
"ENSG00000138101",61.2490946172891,0.318263708764522,0.231629090989381,1.37402304436412,0.16943452838992,0.246923481471342,"DTNB","1838","dystrobrevin beta"
"ENSG00000169271",2.1582275202045,-1.84997814070051,1.3464375039639,-1.37397995469837,0.169447905590138,0.246923481471342,"HSPB3","8988","heat shock protein family B (small) member 3"
"ENSG00000116685",1363.88149360109,0.0857153357308496,0.0623957150175702,1.37373753480848,0.169523179683435,0.24700825253178,"KIAA2013","90231","KIAA2013"
"ENSG00000188766",457.597224694479,0.126096160327684,0.0918083103892065,1.37347218125592,0.1696056036783,0.247082741916582,"SPRED3","399473","sprouty related EVH1 domain containing 3"
"ENSG00000198700",1619.27631840889,-0.0754659000749149,0.0549457178221151,-1.37346281141022,0.169608514684499,0.247082741916582,"IPO9","55705","importin 9"
"ENSG00000121690",70.9599089119898,-0.289452356330306,0.210824833412224,-1.37295190346169,0.169767299332303,0.247289115727691,"DEPDC7","91614","DEP domain containing 7"
"ENSG00000177548",485.216431133285,-0.123199906573625,0.0897741471029957,-1.3723316851151,0.169960206196167,0.247545146546076,"RABEP2","79874","rabaptin, RAB GTPase binding effector protein 2"
"ENSG00000156256",748.083136267798,-0.101231048991229,0.0737992141913253,-1.37170903647817,0.170154034183092,0.247802467205141,"USP16","10600","ubiquitin specific peptidase 16"
"ENSG00000163702",360.84359355854,0.137157908647392,0.100012779557552,1.37140382713257,0.170249105094416,0.247915926402233,"IL17RC","84818","interleukin 17 receptor C"
"ENSG00000186468",2852.5225312932,-0.0646479118812363,0.0471446882252601,-1.37126608139489,0.17029202511403,0.247953428502727,"RPS23","6228","ribosomal protein S23"
"ENSG00000065675",1.76396392718366,2.05605437033851,1.49967114902169,1.37100348411702,0.170373869928636,0.248047593715272,"PRKCQ","5588","protein kinase C theta"
"ENSG00000181090",988.063537386323,0.0888125829931709,0.064799804406564,1.37056868931188,0.170509449080175,0.248219963970374,"EHMT1","79813","euchromatic histone lysine methyltransferase 1"
"ENSG00000206559",8.63789243602585,-0.831062268795744,0.606387970634014,-1.37051245908922,0.170526988875133,0.248220480430557,"ZCWPW2","152098","zinc finger CW-type and PWWP domain containing 2"
"ENSG00000130703",661.646296412025,0.105557918287741,0.0770682642119611,1.36966777917075,0.170790631097856,0.248579189397161,"OSBPL2","9885","oxysterol binding protein like 2"
"ENSG00000187566",15.698305886,-0.627034331722805,0.457928854000808,-1.36928329858354,0.170910736574197,0.248728934919668,"NHLRC1","378884","NHL repeat containing E3 ubiquitin protein ligase 1"
"ENSG00000147592",101.953517582431,-0.245381217977069,0.179261381110379,-1.36884596368237,0.171047429765928,0.248902788186486,"LACTB2","51110","lactamase beta 2"
"ENSG00000132000",40.8766460540634,-0.379433093404458,0.277269153715195,-1.36846485921836,0.171166614342643,0.249051131012907,"PODNL1","79883","podocan like 1"
"ENSG00000181350",10.5454421029804,-0.789894653582378,0.577285375992327,-1.36829146628665,0.171220860901052,0.249104967249676,"LRRC75A","388341","leucine rich repeat containing 75A"
